strong_dominance_threshold,allowed_digit_threshold,min_total_all,min_total_BC,min_total_D,score_function,p_source,digits_considered
0.6,0.15,20,10,5,"score = -ln(max(p, 1e-12))","offset_last_digit_rules_*.csv columns p1,p3,p7,p9","1,3,7,9"
