p,divisor,searchedMersenne,detailedCheck,passedAllTests
138597881,67635765929,True,True,False
138332657,361878230713,True,True,False
138333673,85213542569,True,True,False
138610033,831660199,True,True,False
138337393,2213398289,True,True,False
138009413,7728527129,True,True,False
138023971,2208383537,True,True,False
138014731,655017913327,True,True,False
138235337,16588240441,True,True,False
138029971,194346199169,True,True,False
138029173,222779085223,True,True,False
138043453,25399995353,True,True,False
138052643,276105287,True,True,False
138357643,906519276937,True,True,False
138236369,215648735641,True,True,False
138360137,1560702345361,True,True,False
138067513,828405079,True,True,False
138069917,377759292913,True,True,False
138072647,2485307647,True,True,False
138079507,25682788303,True,True,False
138374897,3320997529,True,True,False
138087451,2209399217,True,True,False
138376499,276752999,True,True,False
138377489,1107019913,True,True,False
138380243,3321125833,True,True,False
138380507,102124814167,True,True,False
138091133,1519831009799,True,True,False
138175061,10777654759,True,True,False
138181063,18792624569,True,True,False
138189703,13266211489,True,True,False
138189713,829138279,True,True,False
138258223,11337174287,True,True,False
138391289,1107130313,True,True,False
138396353,830378119,True,True,False
138096821,170135283473,True,True,False
138402179,4428869729,True,True,False
138398189,430418367791,True,True,False
138409741,49550687279,True,True,False
138118801,32043561833,True,True,False
138456049,3046033079,True,True,False
138276643,58629296633,True,True,False
138298577,401619067609,True,True,False
138408979,427406927153,True,True,False
138414167,334685455807,True,True,False
138129493,828776959,True,True,False
138123857,372381918473,True,True,False
138132697,348923192623,True,True,False
138135383,276270767,True,True,False
138136127,1105089017,True,True,False
138415561,850148375663,True,True,False
138136571,276273143,True,True,False
138188621,27361346959,True,True,False
138420631,2491571359,True,True,False
138419669,21870307703,True,True,False
138430553,830583319,True,True,False
138142339,4696839527,True,True,False
138149383,2210390129,True,True,False
138156649,82617676103,True,True,False
138160943,46422076849,True,True,False
138436019,276872039,True,True,False
138206357,19901715409,True,True,False
138437861,1107502889,True,True,False
138438253,830629519,True,True,False
138441131,189387467209,True,True,False
138443029,128475130913,True,True,False
138331003,87701855903,True,True,False
138447899,106327986433,True,True,False
138165673,118269816089,True,True,False
138383237,3321197689,True,True,False
138450491,96361541737,True,True,False
138401119,2491220143,True,True,False
138422077,478386698113,True,True,False
138242473,3317819353,True,True,False
138202439,1105619513,True,True,False
138204371,1105634969,True,True,False
138208039,6633985873,True,True,False
138200591,276401183,True,True,False
138200609,165840730801,True,True,False
138198509,4145955271,True,True,False
138205703,13267747489,True,True,False
138144037,106923484639,True,True,False
138272767,3318546409,True,True,False
138552109,508763344249,True,True,False
138193721,1550809937063,True,True,False
138552131,1108417049,True,True,False
138196651,2211146417,True,True,False
138212761,961960816561,True,True,False
138223361,508661968481,True,True,False
138206867,131849351119,True,True,False
138221711,276443423,True,True,False
138189637,2211034193,True,True,False
138179807,1105438457,True,True,False
138219451,2211511217,True,True,False
138221137,75192298529,True,True,False
138225601,1392208253273,True,True,False
138202481,1105619849,True,True,False
138200171,276400343,True,True,False
138219959,1105759673,True,True,False
138225071,276450143,True,True,False
138221353,288329742359,True,True,False
138233839,48658311329,True,True,False
138459263,276918527,True,True,False
138460853,1938451943,True,True,False
138462563,191909112319,True,True,False
138469841,8585130143,True,True,False
138472561,6646682929,True,True,False
138473011,8031434639,True,True,False
138226447,2211623153,True,True,False
138226471,711313419767,True,True,False
138206483,179115601969,True,True,False
138478211,276956423,True,True,False
138480497,90566245039,True,True,False
138520831,9142374847,True,True,False
138485351,9140033167,True,True,False
138557483,277114967,True,True,False
138488159,930917404799,True,True,False
138237739,220350955967,True,True,False
138494773,69801365593,True,True,False
138491473,484166189609,True,True,False
138495671,276991343,True,True,False
138497363,4431915617,True,True,False
138237551,2488275919,True,True,False
138342829,6640455793,True,True,False
138499657,830997943,True,True,False
138503413,831020479,True,True,False
138362843,3320708233,True,True,False
138507221,15235794311,True,True,False
138382889,20757433351,True,True,False
138387143,3598065719,True,True,False
138396389,4151891671,True,True,False
138585311,277170623,True,True,False
138405763,213975309599,True,True,False
138412933,258832184711,True,True,False
138598321,269157939383,True,True,False
138007777,9660544391,True,True,False
138511601,4432371233,True,True,False
138039127,239912002727,True,True,False
138244481,1105955849,True,True,False
138517871,277035743,True,True,False
138465583,3323173993,True,True,False
138208457,1934918399,True,True,False
138269471,5807317783,True,True,False
138612599,277225199,True,True,False
138261923,276523847,True,True,False
138612613,54058919071,True,True,False
138279527,69969440663,True,True,False
138282997,829697983,True,True,False
138252571,2212041137,True,True,False
138522071,277044143,True,True,False
138521927,1108175417,True,True,False
138523999,5818007959,True,True,False
138519989,5263759583,True,True,False
138533273,50703177919,True,True,False
138531359,3324752617,True,True,False
138528251,277056503,True,True,False
138523943,277047887,True,True,False
138529499,1108235993,True,True,False
138543983,3325055593,True,True,False
138288257,383611624919,True,True,False
138541873,38791724441,True,True,False
138544187,3325060489,True,True,False
138546827,19119462127,True,True,False
138551213,127467115961,True,True,False
138247717,829486303,True,True,False
138513593,1939190303,True,True,False
138525269,23272245193,True,True,False
138227549,77130972343,True,True,False
138537337,2216597393,True,True,False
138564809,59859997489,True,True,False
138568217,831409303,True,True,False
138568021,730530606713,True,True,False
138573943,42126478673,True,True,False
138574661,1108597289,True,True,False
138321493,829928959,True,True,False
138319561,5532782441,True,True,False
138318539,276637079,True,True,False
138322567,2213161073,True,True,False
138321857,7746023993,True,True,False
138122513,828735079,True,True,False
138331337,11896494983,True,True,False
138560281,9699219671,True,True,False
138137617,5525504681,True,True,False
138581711,4434614753,True,True,False
138344293,830065759,True,True,False
138354631,5810894503,True,True,False
138361519,8855137217,True,True,False
138582187,208704773623,True,True,False
138364511,276729023,True,True,False
138364883,10239001343,True,True,False
138365473,20754820951,True,True,False
138365189,415095567001,True,True,False
138376723,209225605177,True,True,False
138373667,3597715343,True,True,False
138586243,32429180863,True,True,False
138590393,831542359,True,True,False
138283549,3042238079,True,True,False
138023381,37266312871,True,True,False
138586037,7760818073,True,True,False
138390181,22142428961,True,True,False
138393023,276786047,True,True,False
138391181,33213883441,True,True,False
138030671,276061343,True,True,False
138041089,135556349399,True,True,False
138043733,1932612263,True,True,False
138255857,829535143,True,True,False
138394631,276789263,True,True,False
138001103,1181565443887,True,True,False
138062027,53015818369,True,True,False
138409559,93011223649,True,True,False
138073093,2209169489,True,True,False
138074077,5522963081,True,True,False
138189743,276379487,True,True,False
138598991,277197983,True,True,False
138601007,3326424169,True,True,False
138196753,829180519,True,True,False
138094877,3314277049,True,True,False
138602119,26611606849,True,True,False
138604703,277209407,True,True,False
138605837,14415007049,True,True,False
138377861,5258358719,True,True,False
138396263,26572082497,True,True,False
138122431,5801142103,True,True,False
138006383,276012767,True,True,False
138009769,274915459849,True,True,False
138012703,29810743849,True,True,False
138487249,28805347793,True,True,False
138515747,3601409423,True,True,False
138135973,3315263353,True,True,False
138431099,276862199,True,True,False
138432773,11074621841,True,True,False
138017617,828105703,True,True,False
138139853,1933957943,True,True,False
138559403,9144920599,True,True,False
138362759,3320706217,True,True,False
138029743,9938141497,True,True,False
138155519,276311039,True,True,False
138291779,965829784537,True,True,False
138228869,1105830953,True,True,False
138162721,14092597543,True,True,False
138033211,90825852839,True,True,False
138194153,14372191913,True,True,False
138293971,310055082983,True,True,False
138409651,6643663249,True,True,False
138247061,136864590391,True,True,False
138044513,11043561041,True,True,False
138047113,9663297911,True,True,False
138049217,414975946303,True,True,False
138206813,235504409353,True,True,False
138442919,276885839,True,True,False
138442933,324510234953,True,True,False
138291473,829748839,True,True,False
138064733,828388399,True,True,False
138260021,418927863631,True,True,False
138068261,27613652201,True,True,False
138070343,276140687,True,True,False
138073333,3313759993,True,True,False
138309251,1106474009,True,True,False
138080399,276160799,True,True,False
138462391,14677013447,True,True,False
138466199,276932399,True,True,False
138468313,830809879,True,True,False
138460561,962577820073,True,True,False
138482329,12186444953,True,True,False
138323531,3596411807,True,True,False
138352169,121473204383,True,True,False
138087893,7456746223,True,True,False
138086071,317045619017,True,True,False
138091703,276183407,True,True,False
138485731,111896470649,True,True,False
138485747,50962754897,True,True,False
138259309,15485042609,True,True,False
138395083,3321481993,True,True,False
138490783,3323778793,True,True,False
138096073,828576439,True,True,False
138099527,6628777297,True,True,False
138500267,24376046993,True,True,False
138105937,56071010423,True,True,False
138107581,82588333439,True,True,False
138258487,2488652767,True,True,False
138108877,90323205559,True,True,False
138111901,130101410743,True,True,False
138115027,3314760649,True,True,False
138510173,831061039,True,True,False
138522907,35738910007,True,True,False
138511151,146267775457,True,True,False
138121729,10773494863,True,True,False
138123409,171273027161,True,True,False
138559867,4711035479,True,True,False
138566333,7482581983,True,True,False
138128311,9945238393,True,True,False
138573041,200653763369,True,True,False
138573077,1940023079,True,True,False
138129737,3315113689,True,True,False
138131401,14089402903,True,True,False
138134273,40611476263,True,True,False
138136997,1933917959,True,True,False
138137533,828825199,True,True,False
138139343,276278687,True,True,False
138579437,223667211319,True,True,False
138305851,8021739359,True,True,False
138577969,149387050583,True,True,False
138583253,3325998073,True,True,False
138588943,3326134633,True,True,False
138580573,17461152199,True,True,False
138578521,1885776513769,True,True,False
138146707,2210347313,True,True,False
138007673,64035560273,True,True,False
138583811,1108670489,True,True,False
138148481,172409304289,True,True,False
138039793,13251820129,True,True,False
138151361,44208435521,True,True,False
138157639,5802620839,True,True,False
138047423,10215509303,True,True,False
138164969,109426655449,True,True,False
138169043,276338087,True,True,False
138168869,331605285601,True,True,False
138032353,25397952953,True,True,False
138036967,6625774417,True,True,False
138043637,828261823,True,True,False
138044279,276088559,True,True,False
138033947,1104271577,True,True,False
138033949,26226450311,True,True,False
138171911,415621108289,True,True,False
138070469,67378388873,True,True,False
138414973,830489839,True,True,False
138422561,20763384151,True,True,False
138428249,1107425993,True,True,False
138128657,828771943,True,True,False
138180151,2210882417,True,True,False
138391361,1107130889,True,True,False
138145877,15196046471,True,True,False
138319651,95163919889,True,True,False
138309103,15490619537,True,True,False
138200869,9674060831,True,True,False
138252637,3318063289,True,True,False
138498509,6647928433,True,True,False
138501911,50968703249,True,True,False
138524689,421115054561,True,True,False
138264391,2212230257,True,True,False
138211877,829271263,True,True,False
138198251,276396503,True,True,False
138088519,2485593343,True,True,False
138210001,20731500151,True,True,False
138200947,6633645457,True,True,False
138543521,4156305631,True,True,False
138203147,1105625177,True,True,False
138574717,3325793209,True,True,False
138572311,511054682969,True,True,False
138597961,3049155143,True,True,False
138103883,70709188097,True,True,False
138103957,828623743,True,True,False
138104723,13258053409,True,True,False
138107173,9667502111,True,True,False
138111299,276222599,True,True,False
138253909,193278964783,True,True,False
138014713,119244712033,True,True,False
138118199,276236399,True,True,False
138447497,602246611951,True,True,False
138028601,4416915233,True,True,False
138533597,831201583,True,True,False
138227099,76301358649,True,True,False
138050881,254013621041,True,True,False
138228983,276457967,True,True,False
138064859,276129719,True,True,False
138416713,162778054489,True,True,False
138271673,20740750951,True,True,False
138206689,33169605361,True,True,False
138121573,828729439,True,True,False
138312157,33194917681,True,True,False
138543287,3602125463,True,True,False
138260861,232278246481,True,True,False
138290741,1106325929,True,True,False
138298789,209937561703,True,True,False
138308813,829852879,True,True,False
138610063,365098905943,True,True,False
138322649,21854978543,True,True,False
138341249,4150237471,True,True,False
138346409,5257163543,True,True,False
138286231,18806927417,True,True,False
138388403,276776807,True,True,False
138398999,3321575977,True,True,False
138409157,830454943,True,True,False
138378041,2235912386479,True,True,False
138430529,56479655833,True,True,False
138288589,39827113633,True,True,False
138452071,29905647337,True,True,False
138298319,1106386553,True,True,False
138453079,606978298337,True,True,False
138459653,24368898929,True,True,False
138460493,3323051833,True,True,False
138298877,1936184279,True,True,False
138123229,59669234929,True,True,False
138480061,371126563481,True,True,False
138492587,1107940697,True,True,False
138516481,39892746529,True,True,False
138517669,3047388719,True,True,False
138529219,91152226103,True,True,False
138301951,234560108897,True,True,False
138565151,277130303,True,True,False
138570683,60139676423,True,True,False
138319163,126423714983,True,True,False
138584023,15521410577,True,True,False
138592469,59871946609,True,True,False
138593549,5266554863,True,True,False
138330923,4426589537,True,True,False
138001967,20148287183,True,True,False
138024203,218906385959,True,True,False
138343273,256488428143,True,True,False
138346951,2213551217,True,True,False
138024373,828146239,True,True,False
138014489,39748172833,True,True,False
138056197,3313348729,True,True,False
138354311,276708623,True,True,False
138167063,3592343639,True,True,False
138063151,154906855423,True,True,False
138065953,4141978591,True,True,False
138366967,35421943553,True,True,False
138079717,4142391511,True,True,False
138374927,3597748103,True,True,False
138377663,276755327,True,True,False
138171251,276342503,True,True,False
138173459,276346919,True,True,False
138173471,276346943,True,True,False
138175067,7737803753,True,True,False
138385573,68639244209,True,True,False
138389807,148630652719,True,True,False
138100097,24305617073,True,True,False
138263471,42308622127,True,True,False
138408343,13287200929,True,True,False
138612757,20791913551,True,True,False
138463547,15784844359,True,True,False
138123367,41160763367,True,True,False
138309719,276619439,True,True,False
138132563,276265127,True,True,False
138134519,276269039,True,True,False
138136841,1105094729,True,True,False
138143251,2210292017,True,True,False
138151049,259447670023,True,True,False
138152419,35643324103,True,True,False
138313993,766812777193,True,True,False
138438347,14397588089,True,True,False
138436093,85276633289,True,True,False
138239527,4700143919,True,True,False
138340571,276681143,True,True,False
138175969,19620987599,True,True,False
138197567,103095384983,True,True,False
138452401,6645715249,True,True,False
138402097,9688146791,True,True,False
138451477,5538059081,True,True,False
138205127,241306151743,True,True,False
138210101,1105680809,True,True,False
138197671,9121046287,True,True,False
138185207,13542150287,True,True,False
138520169,4432645409,True,True,False
138211267,42292647703,True,True,False
138223391,276446783,True,True,False
138202483,15755083063,True,True,False
138233857,3317612569,True,True,False
138460139,16892136959,True,True,False
138473077,63143723113,True,True,False
138213947,1105711577,True,True,False
138477107,57606476513,True,True,False
138549503,277099007,True,True,False
138489209,1107913673,True,True,False
138326999,276653999,True,True,False
138339031,24624347519,True,True,False
138506309,10803492103,True,True,False
138272171,276544343,True,True,False
138372947,352297523063,True,True,False
138398699,276797399,True,True,False
138407917,830447503,True,True,False
138415259,109624885129,True,True,False
138596519,277193039,True,True,False
138009143,276018287,True,True,False
138423847,2262399355369,True,True,False
138034777,39477946223,True,True,False
138455363,276910727,True,True,False
138519071,277038143,True,True,False
138271459,38992551439,True,True,False
138280973,64992057311,True,True,False
138278201,1106225609,True,True,False
138273293,127211429561,True,True,False
138283001,21848714159,True,True,False
138273017,413436320831,True,True,False
138539939,277079879,True,True,False
138541631,277083263,True,True,False
138546281,4433480993,True,True,False
138548567,59021689543,True,True,False
138558319,8036382503,True,True,False
138528883,21333447983,True,True,False
138544697,11914843943,True,True,False
138545287,23275608217,True,True,False
138564137,831384823,True,True,False
138318541,9682297871,True,True,False
138572741,1800059905591,True,True,False
138209321,11056745681,True,True,False
138364903,3320757673,True,True,False
138580777,831484663,True,True,False
138585467,6652102417,True,True,False
138584933,1940189063,True,True,False
138025817,828154903,True,True,False
138038917,336814957481,True,True,False
138040079,2484721423,True,True,False
138053129,428240806159,True,True,False
138394889,1107159113,True,True,False
138081739,619710844633,True,True,False
138414763,18824407769,True,True,False
138414797,323060136199,True,True,False
138407627,811622324729,True,True,False
138235751,1105886009,True,True,False
138599369,98405551991,True,True,False
138601117,56272053503,True,True,False
138101363,9114689959,True,True,False
138602533,3326460793,True,True,False
138111539,9944030809,True,True,False
138114101,208828520713,True,True,False
138120637,103590477751,True,True,False
138605651,276102456793,True,True,False
138347149,10791077623,True,True,False
138261113,1935655583,True,True,False
138430403,29900967049,True,True,False
138014087,2484253567,True,True,False
138015461,447170093641,True,True,False
138139577,828837463,True,True,False
138026389,397239947543,True,True,False
138153803,276307607,True,True,False
138156559,37854897167,True,True,False
138434407,2214950513,True,True,False
138026143,3312627433,True,True,False
138031351,423204122167,True,True,False
138160063,147278627159,True,True,False
138584239,3326021737,True,True,False
138178571,276357143,True,True,False
138110131,139215012049,True,True,False
138135409,75974474951,True,True,False
138438551,276877103,True,True,False
138044119,39756706273,True,True,False
138046261,6626220529,True,True,False
138051989,121209646343,True,True,False
138448823,14398677593,True,True,False
138059137,2208946193,True,True,False
138217579,108362581937,True,True,False
138062863,3313508713,True,True,False
138068549,166786807193,True,True,False
138068779,2485238023,True,True,False
138075227,2485354087,True,True,False
138080533,828483199,True,True,False
138464189,156187605193,True,True,False
138473831,351446583079,True,True,False
138469427,47633482889,True,True,False
138236677,829420063,True,True,False
138316721,254226133199,True,True,False
138079951,2968166626697,True,True,False
138091847,1104734777,True,True,False
138392939,3321430537,True,True,False
138492839,276985679,True,True,False
138096421,43086083353,True,True,False
138492853,1516496740351,True,True,False
138510187,2493183367,True,True,False
138565859,277131719,True,True,False
138129919,4696417247,True,True,False
138577111,39910207969,True,True,False
138577561,59588351231,True,True,False
138579491,277158983,True,True,False
138577997,831467983,True,True,False
138039817,828238903,True,True,False
138042623,276085247,True,True,False
138031111,2484559999,True,True,False
138031121,23189228329,True,True,False
138170497,168015324353,True,True,False
138157403,276314807,True,True,False
138205303,5804622727,True,True,False
138181859,22385461159,True,True,False
138493141,80603008063,True,True,False
138211657,295220099353,True,True,False
138592019,33539268599,True,True,False
138607013,831642079,True,True,False
138006103,19872878833,True,True,False
138221051,43124967913,True,True,False
138044629,47211263119,True,True,False
138422939,276845879,True,True,False
138254521,12166397849,True,True,False
138066127,2485190287,True,True,False
138533477,831200863,True,True,False
138018637,9661304591,True,True,False
138289199,276578399,True,True,False
138272507,146292312407,True,True,False
138306739,326680517519,True,True,False
138314483,276628967,True,True,False
138343453,9684041711,True,True,False
138417589,776245839113,True,True,False
138432971,1107463769,True,True,False
138237049,5529481961,True,True,False
138538759,6649860433,True,True,False
138551417,831308503,True,True,False
138143039,276286079,True,True,False
138577721,1108621769,True,True,False
138320153,829920919,True,True,False
138591419,30212929343,True,True,False
138582791,4434649313,True,True,False
138597737,831586423,True,True,False
138333031,68889849439,True,True,False
138337753,2213404049,True,True,False
138338293,13280476129,True,True,False
138249229,109216890911,True,True,False
138368189,1106945513,True,True,False
138083549,1104668393,True,True,False
138377711,1345308106343,True,True,False
138184999,15476719889,True,True,False
138393679,15776879407,True,True,False
138397229,31831362671,True,True,False
138116677,237560684441,True,True,False
138413377,3321921049,True,True,False
138413623,3321926953,True,True,False
138127711,2486298799,True,True,False
138150893,828905359,True,True,False
138157777,24039453199,True,True,False
138323993,264198826631,True,True,False
138166097,828996583,True,True,False
138439153,6368201039,True,True,False
138445057,4153351711,True,True,False
138189809,133767735113,True,True,False
138224893,82934935801,True,True,False
138189683,37587593777,True,True,False
138461233,9692286311,True,True,False
138470929,15508744049,True,True,False
138481151,276962303,True,True,False
138487159,5816460679,True,True,False
138027557,828165343,True,True,False
138030917,828185503,True,True,False
138453383,276906767,True,True,False
138269473,51989321849,True,True,False
138273307,2212372913,True,True,False
138525889,232723493521,True,True,False
138546323,21059041097,True,True,False
138322823,276645647,True,True,False
138357287,1106858297,True,True,False
138015649,4140469471,True,True,False
138587797,8869619009,True,True,False
138159737,828958423,True,True,False
138044579,276089159,True,True,False
138052351,2484942319,True,True,False
138063311,1104506489,True,True,False
138183077,829098463,True,True,False
138407663,70034277479,True,True,False
138109079,4419490529,True,True,False
138529403,26874704183,True,True,False
138018599,276037199,True,True,False
138192721,53895161191,True,True,False
138155579,1105244633,True,True,False
138241933,1481953521761,True,True,False
138167443,672322777639,True,True,False
138435013,57312095383,True,True,False
138059837,828359023,True,True,False
138299351,276598703,True,True,False
138078277,249369368263,True,True,False
138469433,7754288249,True,True,False
138476677,523995745769,True,True,False
138574313,977780352529,True,True,False
138486001,66473280481,True,True,False
138115121,27346793959,True,True,False
138493889,934833750751,True,True,False
138572197,2217155153,True,True,False
138007687,6624368977,True,True,False
138069497,828416983,True,True,False
138178291,35373642497,True,True,False
138238631,276477263,True,True,False
138183853,39520581959,True,True,False
138198791,2487578239,True,True,False
138212299,25431063017,True,True,False
138530659,756931520777,True,True,False
138339499,55612478599,True,True,False
138262967,3594837143,True,True,False
138240797,4147223911,True,True,False
138308909,4149267271,True,True,False
138332651,276665303,True,True,False
138402727,15777910879,True,True,False
138286661,1106293289,True,True,False
138242339,9953448409,True,True,False
138445253,1938233543,True,True,False
138123199,4696188767,True,True,False
138123203,276246407,True,True,False
138498029,75065931719,True,True,False
138517213,7479929503,True,True,False
138306143,4425796577,True,True,False
138536197,24105298279,True,True,False
138554659,54590535647,True,True,False
138565957,3325582969,True,True,False
138609853,169658460073,True,True,False
138051743,146887054553,True,True,False
138082849,32035220969,True,True,False
138189329,5251194503,True,True,False
138411313,79448093663,True,True,False
138418649,117379014353,True,True,False
138343747,3320249929,True,True,False
138160291,1254771762863,True,True,False
138206891,276413783,True,True,False
138389821,2596193041961,True,True,False
138491917,830951503,True,True,False
138325597,56160192383,True,True,False
138463357,6369314423,True,True,False
138278207,53375387903,True,True,False
138035543,26778895343,True,True,False
138598451,277196903,True,True,False
138350897,1936912559,True,True,False
138000659,2484011863,True,True,False
138156379,3315753097,True,True,False
138183607,2210937713,True,True,False
138503773,2216060369,True,True,False
138052367,1104418937,True,True,False
138259259,276518519,True,True,False
138077183,276154367,True,True,False
138353977,2213663633,True,True,False
138094753,828568519,True,True,False
138399077,201232257959,True,True,False
138151667,10223223359,True,True,False
138036971,276073943,True,True,False
138009857,432522891839,True,True,False
138576223,4711591583,True,True,False
138064117,46389543313,True,True,False
138277823,276555647,True,True,False
138611549,27445086703,True,True,False
138314441,127249285721,True,True,False
138213059,276426119,True,True,False
138576923,277153847,True,True,False
138335801,1106686409,True,True,False
138023569,32021468009,True,True,False
138370433,830222599,True,True,False
138176267,68811780967,True,True,False
138406739,35708938663,True,True,False
138257219,276514439,True,True,False
138131809,9669226631,True,True,False
138425519,1107404153,True,True,False
138198493,139027683959,True,True,False
138371309,17711527553,True,True,False
138042019,72886186033,True,True,False
138357293,4150718791,True,True,False
138123467,235362387769,True,True,False
138313489,9958571209,True,True,False
138044393,828266359,True,True,False
138258881,80466668743,True,True,False
138442321,138442321001,True,True,False
138449879,276899759,True,True,False
138157163,276314327,True,True,False
138439817,1938157439,True,True,False
138423433,19932974353,True,True,False
138431483,276862967,True,True,False
138583673,1940171423,True,True,False
138373723,11346645287,True,True,False
138072343,593158785529,True,True,False
138229787,10229004239,True,True,False
138278869,56417778553,True,True,False
138225649,3040964279,True,True,False
138499979,276999959,True,True,False
138278531,276557063,True,True,False
138185209,663012632783,True,True,False
138090929,93625649863,True,True,False
138074141,208768101193,True,True,False
138188759,5803927879,True,True,False
138328349,1106626793,True,True,False
138289969,28764313553,True,True,False
138135341,37296542071,True,True,False
138198029,103924917809,True,True,False
138567389,8591178119,True,True,False
138509687,113023904593,True,True,False
138358841,1106870729,True,True,False
138530531,277061063,True,True,False
138184601,132657216961,True,True,False
138010211,566669926367,True,True,False
138189131,3592917407,True,True,False
138198059,276396119,True,True,False
138461327,235938101209,True,True,False
138232579,1678696439377,True,True,False
138261247,2800619819233,True,True,False
138276517,2212424273,True,True,False
138276539,2488977703,True,True,False
138574153,1234695703231,True,True,False
138611449,596306453599,True,True,False
138267707,100658890697,True,True,False
138267721,497487260159,True,True,False
138307277,479926251191,True,True,False
138307283,276614567,True,True,False
138308851,1555697956049,True,True,False
138309389,2898688174663,True,True,False
138323201,2649165945553,True,True,False
138317747,1428545691017,True,True,False
138317759,276635519,True,True,False
138314597,1546910452849,True,True,False
138122713,1334817898433,True,True,False
138299167,1253543649689,True,True,False
138323183,806700803257,True,True,False
138346661,884311857113,True,True,False
138346343,1431331264679,True,True,False
138346363,359977236527,True,True,False
138335269,226593170623,True,True,False
138346151,956248595713,True,True,False
138611927,440231480153,True,True,False
138350297,2038729976593,True,True,False
138347201,1658782939991,True,True,False
138227807,809738493407,True,True,False
138365651,92981717473,True,True,False
138371407,1358253731113,True,True,False
138371413,830228479,True,True,False
138352481,4343991198439,True,True,False
138214459,961143347887,True,True,False
138369977,1730178192409,True,True,False
138376093,1022599327271,True,True,False
138387737,4133641704191,True,True,False
138404467,712229387183,True,True,False
138404881,1388200956431,True,True,False
138404897,1937668559,True,True,False
138398629,458099461991,True,True,False
138398651,4428756833,True,True,False
138385369,2810606844391,True,True,False
138415873,133709733319,True,True,False
138415883,9965943577,True,True,False
138426553,1532381941711,True,True,False
138412493,1847806781551,True,True,False
138412531,52319936719,True,True,False
138433901,1111624225031,True,True,False
138435217,1911236605903,True,True,False
138247177,1344592043503,True,True,False
138442147,1836296637809,True,True,False
138247541,1284043160809,True,True,False
138392747,316642605137,True,True,False
138436313,764999065639,True,True,False
138425257,515772507583,True,True,False
138425263,2214804209,True,True,False
138382609,3669630025463,True,True,False
138434711,5814257863,True,True,False
138434717,3322433209,True,True,False
138438943,404518591447,True,True,False
138452219,2913311592199,True,True,False
138459121,2109840085799,True,True,False
138459157,830754943,True,True,False
138468419,138745355839,True,True,False
138468907,19108709167,True,True,False
138470153,2606562160073,True,True,False
138471013,702048035911,True,True,False
138455063,197160009713,True,True,False
138455069,1107640553,True,True,False
138466261,438661114849,True,True,False
138466291,2215460657,True,True,False
138468173,97481593793,True,True,False
138229823,513385562623,True,True,False
138456937,1020981453439,True,True,False
138506773,299174629681,True,True,False
138498083,22436689447,True,True,False
138469381,1102216272761,True,True,False
138469391,2492449039,True,True,False
138487259,138764233519,True,True,False
138497977,2448644233361,True,True,False
138514379,251819141023,True,True,False
138512687,132141103399,True,True,False
138512701,28810641809,True,True,False
138519533,1896886484903,True,True,False
138457931,256977919937,True,True,False
138351607,571115433697,True,True,False
138475619,13570610663,True,True,False
138520093,109430873471,True,True,False
138520103,277040207,True,True,False
138520861,1379667775561,True,True,False
138528979,531120105487,True,True,False
138528989,1108231913,True,True,False
138535469,1810658579831,True,True,False
138534797,3375538863703,True,True,False
138551041,542011672393,True,True,False
138556877,2427516485041,True,True,False
138541237,2584348234999,True,True,False
138519817,1800757621001,True,True,False
138568571,1476863829719,True,True,False
138553399,1123945172689,True,True,False
138223901,1078146427801,True,True,False
138546491,55695689383,True,True,False
138533719,3597443614993,True,True,False
138533737,831202423,True,True,False
138584839,1667729952527,True,True,False
138600073,578793904849,True,True,False
138600107,7761605993,True,True,False
138603761,7744900957159,True,True,False
138588533,2161981114801,True,True,False
138601009,781709690761,True,True,False
138028061,2208172919879,True,True,False
138020111,1180347989273,True,True,False
138036671,1152882276193,True,True,False
138020329,1223136155599,True,True,False
138011527,3944921487769,True,True,False
138257657,1496500879369,True,True,False
138030029,190757500079,True,True,False
138030031,5797261303,True,True,False
138019403,284872047793,True,True,False
138030229,2291301801401,True,True,False
138041671,453052764223,True,True,False
138008411,1509535999519,True,True,False
138000053,752652289063,True,True,False
138030071,4961628932167,True,True,False
138042799,125895032689,True,True,False
138042811,8006483039,True,True,False
138040849,622840310689,True,True,False
138040853,1932571943,True,True,False
138054953,401739913231,True,True,False
138042587,97181981249,True,True,False
138068167,263157926303,True,True,False
138075733,2524852853639,True,True,False
138075737,1933060319,True,True,False
138076657,26234564831,True,True,False
138077453,198831532321,True,True,False
138077473,121508176241,True,True,False
138076063,351265504273,True,True,False
138092179,855066772369,True,True,False
138092183,276184367,True,True,False
138079979,3489557229289,True,True,False
138090751,1716744216433,True,True,False
138113077,1036400529809,True,True,False
138122137,4000845820343,True,True,False
138125893,1476013292599,True,True,False
138125909,11050072721,True,True,False
138126199,1237886995439,True,True,False
138126221,14088874543,True,True,False
138127181,1346740014751,True,True,False
138125353,3619713000719,True,True,False
138118247,1857414185657,True,True,False
138133393,2900801253001,True,True,False
138129997,3904106235209,True,True,False
138130007,19890721009,True,True,False
138258767,2242280683207,True,True,False
138142967,944069036479,True,True,False
138142973,94766079479,True,True,False
138158483,5802656287,True,True,False
138161857,3051442773703,True,True,False
138262027,2261137189559,True,True,False
138162763,118267325129,True,True,False
138167101,19619728343,True,True,False
138171749,280488650471,True,True,False
138176009,1235569872479,True,True,False
138171881,336034014593,True,True,False
